gene symbol	(count) FRA_48_FW_1614
MARCH7	2
MARCH8	5
MARCH9	1
MARCKS	4
MARCKSL1	7
MARCO	0
MARK1	0
MARK2	3
MARK2P9	0
MARK3	1
MARK4	1
MARS	5
MARS2	0
MARVELD1	0
MARVELD2	5
MARVELD3	57
MAS1	0
MAS1L	0
MASP1	0
MASP2	141
MAST1	5
MAST2	19
MAST3	12
MAST4	40
MASTL	12
MAT1A	0
MAT2A	25
MAT2B	0
MATK	0
MATN1	13
MATN2	13
MATN3	0
MATN4	0
MAU2	4
MAVS	41
MAX	3
MAZ	8
MB	0
MB21D1	5
MB21D2	0
MBD1	0
MBD2	3
MBD3	1
MBD3L1	0
MBD3L2	0
MBD3L3	0
MBD3L4	0
MBD3L5	0
MBD4	1
MBD5	0
MBD6	10
MBIP	0
MBL2	0
MBLAC1	5
MBLAC2	2
MBNL1	14
MBNL2	0
MBNL3	38
MBOAT1	3
MBOAT2	42
MBOAT4	18
MBOAT7	1
MBP	20
MBTD1	10
MBTPS1	0
MBTPS2	0
MC1R	0
MC2R	7
MC3R	0
MC4R	0
MC5R	0
MCAM	20
MCAT	1
MCC	133
MCCC1	0
MCCC2	11
MCCD1	5
MCEE	0
MCF2	0
MCF2L	0
MCF2L-AS1	0
MCF2L2	31
MCFD2	206
MCHR1	13
MCHR2	3
MCL1	10
MCM10	3
MCM2	0
MCM3	2
MCM3AP	24
MCM3AP-AS1	89
MCM4	13
MCM5	0
MCM6	0
MCM7	13
MCM8	10
MCM9	2
MCMBP	16
MCOLN1	1
MCOLN2	3
MCOLN3	6
MCPH1	13
MCRS1	2
MCTP1	19
MCTP2	15
MCTS1	167
MCU	0
MDC1	2
MDFI	0
MDFIC	28
MDGA1	0
MDGA2	0
MDH1	1
MDH1B	0
MDH2	0
MDK	0
MDM1	3
MDM2	58
MDM4	104
MDN1	42
MDP1	2
MDS2	5
ME1	0
ME2	41
ME3	0
MEA1	8
MEAF6	0
MECOM	6
MECP2	4
MECR	2
MED1	18
MED10	1
MED11	1
MED12	46
MED12L	11
MED13	0
MED13L	0
MED14	1
MED15	1
MED16	3
MED17	7
MED18	45
MED19	21
MED20	0
MED21	0
MED22	1
MED23	0
MED24	0
MED25	0
MED26	26
MED27	1
MED28	0
MED29	51
MED30	0
MED31	3
MED4	0
MED6	11
MED7	0
MED8	4
MED9	0
MEF2A	13
MEF2B	11
MEF2C	2
MEF2D	5
MEFV	41
MEG3	0
MEG8	0
MEGF10	0
MEGF11	39
MEGF6	0
MEGF8	7
MEGF9	15
MEI1	0
MEIG1	0
MEIS1	0
MEIS2	0
MEIS3	0
MEIS3P1	0
MELK	0
MEMO1	5
MEN1	0
MEOX1	0
MEOX2	0
MEP1A	0
MEP1B	0
MEPCE	14
MEPE	0
MERTK	0
MESDC1	3
MESDC2	19
MESP1	0
MESP2	0
MEST	7
MESTIT1	32
MET	6
METAP1	27
METAP1D	0
METAP2	4
METRN	6
METRNL	0
METTL1	0
METTL10	0
METTL11B	0
METTL12	23
METTL13	0
METTL14	0
METTL15	40
METTL16	17
METTL17	0
METTL18	0
METTL20	27
METTL21A	94
METTL21B	9
METTL21C	10
METTL21D	0
METTL22	0
METTL23	15
METTL2A	61
METTL2B	22
METTL3	83
METTL4	0
METTL5	17
METTL6	12
METTL7A	28
METTL7B	1
METTL8	76
METTL9	0
MEX3A	0
MEX3B	0
MEX3C	1
MEX3D	0
MFAP1	11
MFAP2	3
MFAP3	1
MFAP3L	0
MFAP4	6
MFAP5	17
MFF	0
MFGE8	0
MFHAS1	3
MFI2	0
MFN1	5
MFN2	0
MFNG	2
MFSD1	1
MFSD10	10
MFSD11	151
MFSD2A	0
MFSD2B	9
MFSD3	2
MFSD4	92
MFSD5	0
MFSD6	41
MFSD6L	0
MFSD7	4
MFSD8	4
MFSD9	5
MGA	2
MGAM	0
MGAT1	1
MGAT2	3
MGAT3	8
MGAT4A	35
MGAT4B	22
MGAT4C	0
MGAT5	0
MGAT5B	0
MGC12916	0
MGC13053	59
MGC15885	0
MGC16025	0
MGC16142	10
MGC16275	13
MGC21881	0
MGC27345	5
MGC27382	0
MGC2752	18
MGC2889	0
MGC34034	0
MGC39372	1
MGC39545	0
MGC45800	0
MGC45922	0
MGC72080	1
MGEA5	11
MGLL	0
MGMT	0
MGP	0
MGRN1	19
MGST1	0
MGST2	3
MGST3	3
MIA	3
MIA2	0
MIA3	155
MIAT	2
MIB1	1
MIB2	59
MICA	25
MICAL1	62
MICAL2	2
MICAL3	41
MICALCL	0
MICALL1	2
MICALL2	0
MICB	6
MICU1	1
MID1	0
MID1IP1	2
MID2	0
MIDN	4
MIER1	45
MIER2	0
MIER3	5
MIF	1
MIF4GD	11
MIIP	0
MILR1	15
MIMT1	0
MINA	46
MINK1	3
MINPP1	0
MIOS	0
MIOX	1
MIP	0
MIPEP	0
MIPOL1	0
MIR1-1	0
MIR1-2	0
MIR100	0
MIR100HG	0
MIR101-1	0
MIR101-2	0
MIR103A1	0
MIR103A2	0
MIR103B1	0
MIR103B2	4
MIR105-1	0
MIR105-2	0
MIR106A	0
MIR106B	1
MIR107	0
MIR10A	0
MIR10B	0
MIR1179	0
MIR1180	1
MIR1184-3	0
MIR1185-1	0
MIR1185-2	0
MIR1193	0
MIR1197	0
MIR1200	0
MIR1203	0
MIR1204	0
MIR1205	0
MIR1206	0
MIR1207	0
MIR1208	0
MIR122	0
MIR1224	0
MIR1225	0
MIR1226	0
MIR1227	0
MIR1228	0
MIR1229	0
MIR1231	0
MIR1233-2	0
MIR1234	0
MIR1236	0
MIR1237	0
MIR1238	0
MIR124-1	0
MIR124-2	0
MIR124-3	0
MIR1243	0
MIR1244-2	0
MIR1245B	0
MIR1246	0
MIR1247	0
MIR1249	0
MIR1250	0
MIR1251	0
MIR1252	0
MIR1253	0
MIR1256	0
MIR1257	0
MIR1258	0
MIR125A	0
MIR125B1	0
MIR125B2	0
MIR126	1
MIR1260B	34
MIR1262	0
MIR1264	0
MIR1265	0
MIR1266	0
MIR127	0
MIR1270-1	0
MIR1272	0
MIR1275	0
MIR1276	0
MIR1278	0
MIR1279	6
MIR128-1	0
MIR128-2	0
MIR1281	1
MIR1282	185
MIR1283-1	0
MIR1283-2	0
MIR1284	0
MIR1286	0
MIR1288	0
MIR1289-2	0
MIR129-1	0
MIR129-2	0
MIR1293	0
MIR1296	0
MIR1297	0
MIR1298	0
MIR1301	0
MIR1304	0
MIR1305	0
MIR130A	0
MIR130B	0
MIR132	0
MIR1322	0
MIR1323	0
MIR1324	0
MIR133A1	0
MIR133B	0
MIR134	0
MIR1343	0
MIR135A1	3
MIR135A2	0
MIR135B	0
MIR136	0
MIR137	0
MIR138-1	0
MIR138-2	0
MIR139	0
MIR140	0
MIR141	0
MIR142	0
MIR144	0
MIR1468	0
MIR1469	0
MIR146A	0
MIR146B	0
MIR1470	0
MIR1471	0
MIR148A	0
MIR148B	0
MIR149	0
MIR150	0
MIR152	0
MIR153-1	0
MIR153-2	0
MIR1537	0
MIR1538	0
MIR1539	1
MIR154	0
MIR155HG	2
MIR15B	0
MIR16-1	0
MIR16-2	0
MIR17HG	2
MIR181A1	0
MIR181A2	0
MIR181A2HG	0
MIR181B1	0
MIR181B2	0
MIR181C	0
MIR181D	0
MIR182	0
MIR1827	0
MIR183	0
MIR184	0
MIR185	0
MIR186	0
MIR187	0
MIR188	0
MIR18B	0
MIR1908	0
MIR190B	0
MIR191	0
MIR1910	0
MIR1911	0
MIR1912	0
MIR1913	0
MIR1914	2
MIR1915	0
MIR192	0
MIR193A	0
MIR193B	0
MIR194-1	1
MIR194-2	0
MIR196A1	0
MIR196A2	0
MIR196B	0
MIR197	0
MIR1973	0
MIR1976	0
MIR199A1	3
MIR199B	0
MIR19B2	0
MIR200A	0
MIR200B	0
MIR200C	0
MIR202	0
MIR203	0
MIR204	0
MIR2052	0
MIR2053	0
MIR2054	0
MIR206	0
MIR208A	0
MIR208B	0
MIR20B	0
MIR21	0
MIR210	1
MIR210HG	18
MIR211	0
MIR2113	0
MIR2114	0
MIR2116	0
MIR2117	0
MIR212	1
MIR215	2
MIR216A	0
MIR216B	0
MIR217	0
MIR218-1	0
MIR218-2	0
MIR219-1	0
MIR219-2	0
MIR221	0
MIR222	0
MIR223	0
MIR2276	0
MIR2278	0
MIR2355	0
MIR2392	0
MIR23B	0
MIR23C	0
MIR2467	0
MIR25	0
MIR2681	0
MIR2682	0
MIR26A1	0
MIR26A2	0
MIR26B	0
MIR2909	0
MIR296	0
MIR2964A	0
MIR298	0
MIR299	0
MIR29A	0
MIR29B1	0
MIR29C	1
MIR300	0
MIR301A	0
MIR301B	0
MIR302B	1
MIR302F	0
MIR3065	0
MIR3074	0
MIR30A	0
MIR30B	0
MIR30C1	0
MIR30C2	0
MIR30D	0
MIR30E	0
MIR31	0
MIR3115	0
MIR3117	0
MIR3119-2	0
MIR3120	0
MIR3121	0
MIR3122	0
MIR3123	0
MIR3124	1
MIR3125	0
MIR3126	0
MIR3127	0
MIR3128	0
MIR3129	0
MIR3130-1	0
MIR3131	0
MIR3132	0
MIR3134	2
MIR3136	0
MIR3138	0
MIR3140	0
MIR3141	0
MIR3142	0
MIR3143	0
MIR3145	0
MIR3146	0
MIR3147	0
MIR3148	0
MIR3150A	1
MIR3151	0
MIR3152	0
MIR3153	0
MIR3154	0
MIR3155B	0
MIR3156-1	0
MIR3156-2	0
MIR3156-3	0
MIR3157	0
MIR3158-2	0
MIR3160-1	0
MIR3160-2	0
MIR3162	0
MIR3165	0
MIR3167	0
MIR3169	0
MIR3170	0
MIR3173	0
MIR3175	0
MIR3176	0
MIR3177	0
MIR3178	0
MIR3179-2	0
MIR3179-3	0
MIR3180-3	0
MIR3180-4	0
MIR3180-5	0
MIR3182	0
MIR3183	0
MIR3184	4
MIR3185	0
MIR3186	0
MIR3187	0
MIR3188	0
MIR3189	0
MIR3190	1
MIR3191	0
MIR3192	0
MIR3193	0
MIR3194	0
MIR3196	0
MIR3197	0
MIR3198-1	0
MIR3199-1	0
MIR3199-2	0
MIR32	0
MIR3200	0
MIR3201	0
MIR3202-1	0
MIR3202-2	0
MIR320A	0
MIR320B1	0
MIR320B2	0
MIR320C1	3
MIR320C2	0
MIR320D1	0
MIR320D2	0
MIR320E	0
MIR323B	0
MIR324	1
MIR326	0
MIR328	0
MIR329-1	0
MIR329-2	0
MIR330	0
MIR331	0
MIR335	0
MIR337	0
MIR338	0
MIR339	0
MIR33A	0
MIR33B	2
MIR340	0
MIR345	0
MIR346	0
MIR34A	0
MIR34B	0
MIR34C	0
MIR3529	0
MIR3545	0
MIR3591	0
MIR3607	0
MIR3609	0
MIR3612	0
MIR3615	4
MIR3616	0
MIR3619	0
MIR362	0
MIR3620	0
MIR3621	0
MIR3622A	0
MIR3622B	0
MIR363	0
MIR3646	0
MIR3648	4
MIR3649	0
MIR3650	0
MIR3659	0
MIR3660	0
MIR3661	28
MIR3662	0
MIR3663	0
MIR3664	0
MIR3665	1
MIR3666	0
MIR3668	0
MIR3671	0
MIR3675	0
MIR3677	0
MIR3678	0
MIR3679	0
MIR3682	0
MIR3684	0
MIR3685	0
MIR3687	1
MIR3688-1	1
MIR3688-2	0
MIR3689A	0
MIR3689B	0
MIR3689D1	0
MIR3689D2	0
MIR3689E	0
MIR3689F	0
MIR369	0
MIR3690	0
MIR3691	0
MIR3692	0
MIR371B	0
MIR372	1
MIR373	0
MIR374A	0
MIR374B	0
MIR374C	7
MIR375	0
MIR376A1	0
MIR376A2	0
MIR376B	0
MIR376C	0
MIR377	0
MIR378C	0
MIR378D1	0
MIR378D2	0
MIR378E	0
MIR378F	0
MIR379	0
MIR380	0
MIR381	0
MIR382	0
MIR383	0
MIR384	0
MIR3907	0
MIR3908	0
MIR3909	0
MIR3910-1	0
MIR3910-2	0
MIR3911	2
MIR3912	0
MIR3913-1	0
MIR3913-2	0
MIR3914-1	0
MIR3914-2	0
MIR3916	0
MIR3918	4
MIR3919	0
MIR3920	0
MIR3921	1
MIR3922	0
MIR3924	0
MIR3925	0
MIR3926-1	0
MIR3926-2	0
MIR3928	0
MIR3935	0
MIR3936	0
MIR3938	0
MIR3939	1
MIR3941	0
MIR3942	0
MIR3943	0
MIR3944	0
MIR3945	0
MIR3960	0
MIR3973	0
MIR3974	0
MIR3975	0
MIR3976	0
MIR3977	0
MIR3978	0
MIR409	0
MIR410	0
MIR411	0
MIR412	0
MIR421	0
MIR423	0
MIR425	0
MIR4251	0
MIR4252	0
MIR4253	0
MIR4254	0
MIR4255	0
MIR4256	0
MIR4257	6
MIR4258	0
MIR4261	0
MIR4262	0
MIR4263	0
MIR4264	0
MIR4265	1
MIR4266	0
MIR4267	0
MIR4268	0
MIR4269	1
MIR4270	0
MIR4271	4
MIR4272	0
MIR4273	6
MIR4274	0
MIR4275	0
MIR4276	0
MIR4277	0
MIR4278	0
MIR4280	0
MIR4281	0
MIR4282	0
MIR4283-1	0
MIR4284	0
MIR4285	0
MIR4287	0
MIR4288	0
MIR4289	0
MIR429	0
MIR4290	0
MIR4291	0
MIR4292	0
MIR4294	0
MIR4295	0
MIR4296	0
MIR4297	0
MIR4298	1
MIR4299	0
MIR4300	0
MIR4301	0
MIR4302	0
MIR4303	0
MIR4304	0
MIR4305	0
MIR4306	0
MIR4307	0
MIR4308	0
MIR4309	0
MIR431	0
MIR4310	0
MIR4311	0
MIR4312	0
MIR4313	0
MIR4314	0
MIR4316	0
MIR4317	0
MIR4318	0
MIR4319	0
MIR432	0
MIR4320	0
MIR4322	0
MIR4323	0
MIR4324	0
MIR4325	0
MIR4326	0
MIR4327	0
MIR4328	0
MIR4329	0
MIR433	0
MIR4330	0
MIR4417	0
MIR4420	0
MIR4422	0
MIR4423	0
MIR4424	0
MIR4427	0
MIR4429	0
MIR4432	0
MIR4434	0
MIR4435-1	0
MIR4436A	0
MIR4437	3
MIR4439	0
MIR4440	0
MIR4441	0
MIR4442	1
MIR4443	0
MIR4446	0
MIR4449	0
MIR4450	0
MIR4451	0
MIR4454	0
MIR4456	0
MIR4457	0
MIR4460	0
MIR4461	97
MIR4462	0
MIR4464	0
MIR4465	0
MIR4466	0
MIR4467	0
MIR4468	0
MIR4470	0
MIR4471	0
MIR4472-1	0
MIR4473	0
MIR4474	0
MIR4475	0
MIR4476	0
MIR4478	0
MIR4479	0
MIR448	0
MIR4480	0
MIR4483	0
MIR4484	0
MIR4486	0
MIR4488	0
MIR4489	0
MIR4490	0
MIR4491	0
MIR4492	1
MIR4493	0
MIR4497	0
MIR4498	0
MIR4499	0
MIR449A	0
MIR449B	0
MIR449C	0
MIR4500	0
MIR4503	0
MIR4505	5
MIR4508	0
MIR4509-1	0
MIR450A1	0
MIR450A2	0
MIR450B	0
MIR4510	0
MIR4511	0
MIR4513	2
MIR4514	0
MIR4515	0
MIR4516	2
MIR4517	0
MIR4518	0
MIR4519	0
MIR451B	0
MIR452	0
MIR4520A	0
MIR4520B	1
MIR4522	0
MIR4523	0
MIR4526	0
MIR4529	0
MIR4530	1
MIR4531	0
MIR4532	0
MIR4533	0
MIR4534	0
MIR4535	0
MIR454	0
MIR4540	0
MIR455	0
MIR4633	0
MIR4634	0
MIR4635	0
MIR4636	0
MIR4637	0
MIR4638	0
MIR4640	0
MIR4642	0
MIR4643	0
MIR4644	0
MIR4645	0
MIR4646	0
MIR4650-1	0
MIR4650-2	0
MIR4651	0
MIR4652	0
MIR4653	0
MIR4654	0
MIR4655	0
MIR4656	2
MIR4659A	0
MIR4659B	1
MIR4660	0
MIR4661	0
MIR4663	0
MIR4664	0
MIR4665	1
MIR4668	0
MIR4669	0
MIR4670	0
MIR4671	0
MIR4672	0
MIR4673	0
MIR4674	0
MIR4675	0
MIR4676	0
MIR4677	0
MIR4678	0
MIR4679-1	0
MIR4679-2	0
MIR4681	0
MIR4682	0
MIR4684	0
MIR4686	0
MIR4688	0
MIR4689	0
MIR4690	0
MIR4691	1
MIR4692	0
MIR4693	0
MIR4694	0
MIR4696	0
MIR4698	4
MIR4699	0
MIR4703	0
MIR4705	0
MIR4706	1
MIR4708	0
MIR4710	0
MIR4711	0
MIR4712	0
MIR4713	0
MIR4714	0
MIR4715	0
MIR4716	0
MIR4717	0
MIR4718	3
MIR4719	0
MIR4720	0
MIR4722	0
MIR4725	0
MIR4726	0
MIR4727	0
MIR4729	0
MIR4730	0
MIR4731	0
MIR4732	0
MIR4733	0
MIR4734	0
MIR4735	0
MIR4736	1
MIR4737	0
MIR4738	0
MIR4739	0
MIR4740	0
MIR4742	0
MIR4744	0
MIR4746	0
MIR4747	0
MIR4748	0
MIR4752	0
MIR4753	0
MIR4754	0
MIR4755	0
MIR4756	0
MIR4757	0
MIR4759	0
MIR4760	0
MIR4762	0
MIR4764	0
MIR4765	0
MIR4766	0
MIR4767	0
MIR4768	0
MIR4769	0
MIR4770	0
MIR4772	0
MIR4773-1	0
MIR4774	0
MIR4776-1	0
MIR4777	0
MIR4778	0
MIR4779	0
MIR4780	0
MIR4781	0
MIR4782	0
MIR4783	0
MIR4784	0
MIR4785	1
MIR4786	0
MIR4787	0
MIR4788	0
MIR4789	0
MIR4790	0
MIR4791	0
MIR4792	0
MIR4794	0
MIR4795	0
MIR4796	0
MIR4797	0
MIR4798	0
MIR4799	0
MIR4801	0
MIR4802	0
MIR4803	0
MIR4804	0
MIR483	0
MIR485	0
MIR486	0
MIR487A	0
MIR487B	0
MIR488	0
MIR489	0
MIR490	0
MIR491	0
MIR493	0
MIR494	0
MIR495	0
MIR496	0
MIR497	0
MIR497HG	49
MIR498	0
MIR499A	0
MIR500A	0
MIR500B	0
MIR501	0
MIR502	0
MIR503	0
MIR504	0
MIR5047	0
MIR505	0
MIR506	0
MIR507	0
MIR508	0
MIR509-1	0
MIR5095	0
MIR510	0
MIR511-2	0
MIR512-2	0
MIR514B	0
MIR515-1	0
MIR516A1	0
MIR516A2	0
MIR516B1	0
MIR516B2	0
MIR517A	0
MIR517B	0
MIR517C	0
MIR518A1	0
MIR518A2	0
MIR518B	0
MIR518C	0
MIR518D	0
MIR518E	0
MIR518F	0
MIR519A1	0
MIR519A2	0
MIR519B	0
MIR519C	0
MIR519D	0
MIR519E	0
MIR520A	0
MIR520B	0
MIR520C	0
MIR520D	0
MIR520E	0
MIR520F	0
MIR520G	0
MIR520H	0
MIR521-1	0
MIR521-2	0
MIR522	0
MIR523	0
MIR524	0
MIR525	0
MIR526A1	0
MIR526A2	0
MIR526B	0
MIR527	0
MIR532	0
MIR539	0
MIR541	0
MIR542	0
MIR543	0
MIR545	0
MIR548A1	0
MIR548A2	0
MIR548AE2	0
MIR548AI	0
MIR548AL	0
MIR548AN	0
MIR548F1	0
MIR548F2	0
MIR548F3	0
MIR548F4	0
MIR548F5	0
MIR548G	0
MIR548I1	0
MIR548I2	0
MIR548I3	0
MIR548I4	0
MIR548J	0
MIR548K	0
MIR548M	0
MIR548O2	0
MIR548Q	0
MIR548W	0
MIR548X	0
MIR549	0
MIR550A3	0
MIR550B1	0
MIR550B2	0
MIR551A	0
MIR551B	0
MIR553	0
MIR554	0
MIR556	0
MIR557	0
MIR558	0
MIR559	0
MIR561	0
MIR563	0
MIR564	0
MIR567	0
MIR569	0
MIR570	0
MIR572	0
MIR573	0
MIR574	0
MIR575	0
MIR577	0
MIR578	0
MIR580	0
MIR581	0
MIR583	0
MIR585	0
MIR586	0
MIR589	0
MIR590	0
MIR591	0
MIR592	0
MIR593	0
MIR595	0
MIR596	0
MIR597	0
MIR598	0
MIR599	3
MIR601	0
MIR602	0
MIR603	0
MIR604	0
MIR605	0
MIR608	0
MIR609	0
MIR610	1
MIR613	0
MIR614	0
MIR615	0
MIR617	0
MIR618	0
MIR622	0
MIR623	1
MIR624	0
MIR626	0
MIR627	0
MIR628	0
MIR629	0
MIR630	0
MIR631	4
MIR632	4
MIR634	0
MIR635	10
MIR637	1
MIR638	0
MIR639	14
MIR641	0
MIR642A	0
MIR642B	0
MIR643	0
MIR645	0
MIR647	2
MIR648	0
MIR651	0
MIR653	0
MIR654	0
MIR655	0
MIR656	0
MIR657	0
MIR659	0
MIR660	0
MIR661	0
MIR662	0
MIR663B	0
MIR665	0
MIR668	0
MIR670	0
MIR676	0
MIR7-1	0
MIR7-2	0
MIR7-3	0
MIR708	0
MIR718	0
MIR744	0
MIR758	0
MIR759	0
MIR760	0
MIR762	3
MIR764	0
MIR765	0
MIR766	0
MIR767	0
MIR769	0
MIR770	0
MIR802	0
MIR873	0
MIR874	0
MIR875	5
MIR876	0
MIR877	0
MIR885	0
MIR888	0
MIR889	0
MIR890	0
MIR891A	0
MIR891B	0
MIR892A	0
MIR892B	0
MIR9-1	0
MIR9-3	0
MIR920	2
MIR921	0
MIR92A2	0
MIR92B	0
MIR93	4
MIR933	0
MIR934	0
MIR938	0
MIR940	0
MIR941-1	0
MIR941-3	0
MIR942	0
MIR944	0
MIR96	0
MIR98	0
MIR99A	0
MIR99B	0
MIRLET7A1	0
MIRLET7A2	0
MIRLET7BHG	50
MIRLET7C	0
MIRLET7D	0
MIRLET7E	0
MIRLET7F1	0
MIRLET7F2	0
MIRLET7G	0
MIRLET7I	0
MIS12	3
MIS18A	0
MIS18BP1	15
MITD1	1
MITF	0
MIXL1	0
MKI67	0
MKI67IP	2
MKKS	0
MKL1	18
MKL2	2
MKLN1	92
MKNK1	13
MKNK2	3
MKRN1	3
MKRN2	49
MKRN3	0
MKRN7P	0
MKRN9P	0
MKS1	0
MKX	0
MLANA	99
MLC1	0
MLEC	1
MLF1	0
MLF1IP	19
MLF2	4
MLH1	11
MLH3	40
MLIP	0
MLK7-AS1	24
MLKL	0
MLLT1	2
MLLT10	13
MLLT11	3
MLLT3	0
MLLT4	4
MLLT6	41
MLN	0
MLNR	0
MLPH	0
MLST8	6
MLX	4
MLXIP	0
MLXIPL	0
MLYCD	0
MMAA	4
MMAB	19
MMACHC	19
MMADHC	0
MMD	1
MMD2	0
MME	0
MMEL1	5
MMGT1	0
MMP1	0
MMP10	0
MMP11	0
MMP12	0
MMP13	0
MMP14	0
MMP15	0
MMP16	0
MMP17	3
MMP19	27
MMP2	0
MMP20	0
MMP21	2
MMP23A	0
MMP23B	1
MMP24	89
MMP25	37
MMP26	0
MMP27	0
MMP28	0
MMP3	0
MMP7	0
MMP8	0
MMP9	0
MMRN1	0
MMRN2	21
MMS19	80
MMS22L	43
MN1	0
MNAT1	0
MND1	1
MNDA	4
MNS1	10
MNT	3
MNX1	0
MOAP1	11
MOB2	0
MOBP	6
MOCOS	0
MOCS1	0
MOCS2	0
MOCS3	11
MOG	34
MOGAT1	1
MOGAT2	0
MOGAT3	7
MOGS	21
MON1A	0
MON1B	5
MON2	8
MORC1	0
MORC2	2
MORC2-AS1	63
MORC3	2
MORC4	0
MORF4L1	104
MORF4L2	0
MORN1	0
MORN2	0
MORN3	10
MORN4	9
MORN5	0
MOS	0
MOSPD1	0
MOSPD2	0
MOSPD3	0
MOV10	0
MOV10L1	0
MOXD1	1
MOXD2P	0
MPDU1	2
MPDZ	0
MPEG1	4
MPG	8
MPHOSPH10	2
MPHOSPH6	0
MPHOSPH8	159
MPHOSPH9	1
MPI	14
MPL	13
MPND	11
MPO	0
MPP1	0
MPP2	0
MPP3	0
MPP4	0
MPP5	72
MPP6	0
MPP7	32
MPPE1	17
MPPED1	0
MPPED2	17
MPRIP	46
MPST	0
MPV17	0
MPV17L	40
MPV17L2	4
MPZ	0
MPZL1	3
MPZL2	4
MPZL3	0
MR1	61
MRAP	12
MRAP2	1
MRAS	0
MRC1	0
MRC2	1
MRE11A	1
MREG	61
MRFAP1	3
MRFAP1L1	3
MRGPRD	0
MRGPRE	0
MRGPRF	0
MRGPRG	0
MRGPRX1	0
MRGPRX2	0
MRGPRX3	22
MRGPRX4	0
MRI1	62
MRM1	0
MRO	38
MRP63	29
MRPL1	0
MRPL10	6
MRPL11	0
MRPL12	1
MRPL13	0
MRPL14	0
MRPL15	3
MRPL16	13
MRPL17	0
MRPL18	0
MRPL19	15
MRPL2	2
MRPL20	4
MRPL21	0
MRPL22	4
MRPL23	0
MRPL24	1
MRPL27	0
MRPL28	0
MRPL3	0
MRPL30	50
MRPL32	0
MRPL33	0
MRPL34	0
MRPL35	1
MRPL36	0
MRPL37	0
MRPL38	4
MRPL39	0
MRPL4	1
MRPL40	7
MRPL41	0
MRPL42	1
MRPL42P5	0
MRPL43	0
MRPL44	8
MRPL45	0
MRPL45P2	1
MRPL46	0
MRPL47	2
MRPL48	5
MRPL49	15
MRPL50	0
MRPL51	0
MRPL52	9
MRPL53	170
MRPL54	0
MRPL55	0
MRPL9	0
MRPS10	35
MRPS11	3
MRPS12	0
MRPS14	11
MRPS15	0
MRPS16	24
MRPS17	1
MRPS18A	4
MRPS18B	3
MRPS18C	40
MRPS2	0
MRPS21	0
MRPS22	7
MRPS23	0
MRPS24	0
MRPS25	76
MRPS26	8
MRPS27	8
MRPS28	0
MRPS30	1
MRPS31	0
MRPS33	0
MRPS34	1
MRPS35	0
MRPS36	0
MRPS5	2
MRPS6	2
MRPS7	9
MRPS9	1
MRRF	2
MRS2	2
MRS2P2	69
MRTO4	13
MRVI1	45
MS4A1	4
MS4A10	17
MS4A12	0
MS4A13	0
MS4A14	0
MS4A15	0
MS4A2	12
MS4A3	0
MS4A4A	0
MS4A4E	0
MS4A5	0
MS4A6A	0
MS4A6E	0
MS4A7	38
MSC	3
MSGN1	0
MSH2	0
MSH3	26
MSH4	0
MSH5	2
MSH6	102
MSI1	0
MSI2	0
MSL1	42
MSL2	3
MSL3	4
MSL3P1	0
MSLN	0
MSMB	0
MSMP	41
MSN	8
MSR1	0
MSRA	1
MSRB2	1
MSRB3	33
MST1	16
MST1P2	2
MST1R	0
MST4	0
MSTN	0
MSTO1	4
MSTO2P	22
MSX1	0
MSX2	0
MSX2P1	2
MT1A	0
MT1B	0
MT1DP	0
MT1E	0
MT1F	0
MT1G	0
MT1H	0
MT1IP	5
MT1JP	0
MT1L	0
MT1M	0
MT1X	0
MT2A	0
MT3	0
MT4	0
MTA1	1
MTA2	2
MTA3	0
MTAP	41
MTBP	2
MTCH1	2
MTCH2	2
MTDH	17
MTERF	0
MTERFD1	0
MTERFD2	5
MTERFD3	22
MTF1	26
MTF2	1
MTFMT	56
MTFP1	0
MTFR1	40
MTG1	0
MTHFD1	63
MTHFD1L	1
MTHFD2	13
MTHFD2L	1
MTHFR	32
MTHFS	7
MTHFSD	0
MTIF2	25
MTIF3	40
MTL5	5
MTM1	2
MTMR1	2
MTMR10	49
MTMR11	2
MTMR12	37
MTMR14	0
MTMR2	56
MTMR3	3
MTMR4	1
MTMR6	0
MTMR7	132
MTMR8	1
MTMR9	32
MTMR9LP	6
MTNR1A	0
MTNR1B	0
MTO1	2
MTOR	3
MTPAP	30
MTR	17
MTRF1	4
MTRF1L	77
MTRNR2L1	3432
MTRNR2L2	192
MTRNR2L3	15
MTRNR2L4	22
MTRNR2L5	14
MTRNR2L6	24
MTRNR2L7	2
MTRNR2L8	146
MTRR	0
MTSS1	69
MTSS1L	1
MTTP	0
MTUS1	0
MTUS2	6
MTVR2	0
MTX1	12
MTX2	1
MTX3	34
MUC1	0
MUC12	1
MUC13	0
MUC15	0
MUC16	0
MUC17	0
MUC19	0
MUC2	0
MUC20	13
MUC21	2
MUC3A	0
MUC4	6
MUC5AC	1
MUC5B	6
MUC6	18
MUC7	0
MUCL1	0
MUL1	0
MUM1	0
MUM1L1	0
MURC	15
MUS81	2
MUSK	3
MUSTN1	1
MUT	0
MUTYH	7
MVD	0
MVK	0
MX1	1
MX2	0
MXD1	8
MXD3	144
MXD4	1
MXI1	17
MXRA5	0
MXRA7	52
MXRA8	31
MYADM	9
MYADML	0
MYADML2	0
MYB	0
